,movieId,title,genres,extra_metadata
2839,3797,"In Crowd, The (2000)",Thriller,Susan Ward Tess Harper Katharine Townea mentally disturbed young woman takes a job at a posh country club and falls in with a clique of wealthy college kids where shes taken under the wing of the cliques twisted leader who harbors some dark secrets too terrifying to tell
2840,3798,What Lies Beneath (2000),Drama|Horror|Mystery,Harrison Ford Michelle Pfeiffer James Remar Miranda Otto Wendy Crewson Amber Valletta Katharine Towne Joe Morton Steven Spielberg Clark Greggwhen claire spencer starts hearing ghostly voices and seeing spooky images she wonders if an otherworldly spirit is trying to contact her all the while her husband tries to reassure her by telling her its all in her head but as claire investigates she discovers that the man she loves might know more than hes letting on
2841,3799,Pokémon the Movie 2000 (2000),Animation|Children,Megumi Hayashibarawhen lawrence iiis scheme to capture the legendary pokémon lugia upsets the balance of nature it is up to ash ketchum and his friends to save the world
2842,3801,Anatomy of a Murder (1959),Drama|Mystery,James Stewart George C. Scott Orson Beansemiretired michigan lawyer paul biegler takes the case of army lt manion who murdered a local innkeeper after his wife claimed that he raped her over the course of an extensive trial biegler parries with district attorney lodwick and outoftown prosecutor claude dancer to set his client free but his case rests on the victims mysterious business partner whos hiding a dark secret
2843,3802,Freejack (1992),Action|Sci-Fi,Emilio Estevez Rene Russo Anthony Hopkins Jonathan Banks Esai Morales Mickie McGowantimetraveling bounty hunters find a doomed racecar driver in the past and bring him to 2009 new york where his mind will be replaced with that of a terminally ill billionaire
2844,3806,Mackenna's Gold (1969),Western,Gregory Peck Omar Sharif Julie Newmar Telly Savalas Ted Cassidy Burgess Meredith Eli Wallacha bandit kidnaps a marshal who has seen a map showing a gold vein on indian lands but other groups are looking for it too while the apache try to keep the secret location undisturbed
2845,3807,Sinbad and the Eye of the Tiger (1977),Adventure|Fantasy,Patrick Wayne Jane Seymourprincess farah refuses to marry sinbad until prince kassim her brother is able to give his consent however the princes wicked stepmother queen zenobia has changed kassim into a baboon in order to have her own son crowned as caliph sinbad his crew the princess and the transformed prince travel to a distant land fighting every obstacle zenobia places in their path to seek the advice of a legendary wise man who can possibly tell how to end the spell
2846,3808,"Two Women (Ciociara, La) (1960)",Drama|War,Sophia Loren Jean-Paul Belmondo Vittorio De Sica Vittorio De Sicawidowed shopkeeper cesira and her 13yearold daughter rosetta flee from the allied bombs in rome during the second world war they travel to the remote village where cesira was born during their journey and in the village and onward the mother does everything she can to protect rosetta meanwhile a sensitive young intellectual michele falls in love with cesira
2847,3809,What About Bob? (1991),Comedy,Bill Murray Richard Dreyfuss Julie Hagerty Aida Turturro Frank Ozbefore going on vacation selfinvolved psychiatrist dr leo marvin has the misfortune of taking on a new patient bob wiley an exemplar of neediness and a compendium of phobias bob follows marvin to his familys country house dr marvin tries to get him to leave the trouble is everyone loves bob as his oblivious patient makes himself at home dr marvin loses his professional composure and before long may be ready for the loony bin himself
2848,3810,White Sands (1992),Drama|Thriller,Willem Dafoe Mary Elizabeth Mastrantonio Mickey Rourke Samuel L. Jackson Maura Tierney Beth Grant Miguel Sandoval Mimi Rogersa small southwestern town sheriff finds a body in the desert with a suitcase and 500000 he impersonates the man and stumbles into an fbi investigation
2849,3811,Breaker Morant (1980),Drama|War,Edward Woodward Bryan Brownduring the boer war three australian lieutenants are on trial for shooting boer prisoners though they acted under orders they are being used as scapegoats by the general staff who hopes to distance themselves from the irregular practices of the war the trial does not progress as smoothly as expected by the general staff as the defence puts up a strong fight in the courtroom
2850,3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Comedy,Woody Allen Burt Reynolds Woody Allen Woody Allena collection of seven vignettes which each address a question concerning human sexuality from aphrodisiacs to sexual perversion to the mystery of the male orgasm characters like a court jester a doctor a queen and a journalist adventure through lab experiments and game shows all seeking answers to common questions that many would never ask
2851,3813,Interiors (1978),Drama,Richard Jordan Diane Keaton Sam Waterston Woody Allen Woody Allenwhen eve an interior designer is deserted by her husband of many years arthur the emotionally glacial relationships of the three grownup daughters are laid bare twisted by jealousy insecurity and resentment renata a successful writer joey a woman crippled by indecision and flyn a budding actress struggle to communicate for the sake of their shattered mother but when their father unexpectedly falls for another woman his decision to remarry sets in motion a terrible twist of fate…
2852,3814,Love and Death (1975),Comedy,Woody Allen Diane Keaton Chris Sanders Woody Allen Woody Allenin czarist russia a neurotic soldier and his distant cousin formulate a plot to assassinate napoleon
2853,3816,"Official Story, The (La historia oficial) (1985)",Drama,buenos aires argentina 1983 in the last and turbulent days of the military dictatorship alicia a high school history teacher begins to ask uncomfortable questions about the dark origins of gaby her adopted daughter
2854,3819,Tampopo (1985),Comedy,Ken Watanabein this humorous paean to the joys of food a pair of truck drivers happen onto a decrepit roadside shop selling ramen noodles the widowed owner tampopo begs them to help her turn her establishment into a paragon of the art of noodlesoup making interspersed are satirical vignettes about the importance of food to different aspects of human life
2855,3821,Nutty Professor II: The Klumps (2000),Comedy,Eddie Murphy Jamal Mixon Chris Elliott Wanda Sykes Frank Welker Eddie Murphy Jerry Lewisthe hilarity begins when professor sherman klump finds romance with fellow dna specialist denise gaines and discovers a brilliant formula that reverses aging but shermans thin and obnoxious alter ego buddy love wants outand a big piece of the action and when buddy gets loose things get seriously nutty
2856,3822,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",Drama|Romance,its night on a paris bridge a girl leans over seine river with tears in her eyes and a violent yearning to drown her sorrows out of nowhere someone takes an interest in her he is gabor a knife thrower who needs a human target for his show the girl adele has never been lucky and nowhere else to go so she follows him they travel along the northern bank of the mediterranean to perform
2857,3823,Wonderland (1999),Drama,Shirley Henderson Gina McKee Molly Parker Ian Harttheres little wonder in the workingclass lives of bill eileen and their three grown daughters theyre lonely londoners nadia a cafe waitress places personal ads looking for love debbie a single mom entertains men at the hair salon after hours her son spends part of the weekend with her ex a man with a hairtrigger temper molly is expecting her first baby and its father acts as if the responsibility is too much for him
2858,3824,Autumn in New York (2000),Drama|Romance,Richard Gere Winona Ryder Anthony LaPaglia Vera Farmiga Jill Hennessy J.K. Simmons Rachel Nichols Joan Chenautumn in new york follows the sexual exploits of will keane  new york restaurateur infamous vergingon50 playboy master of the nocommitment seduction  until he runs into an unexpected dead end when he meets charlotte fielding charlotte is half wills age and twice his match a 21 yearold free spirit yearning to get out and taste the excitement of adult life
2859,3825,Coyote Ugly (2000),Comedy|Drama|Romance,Piper Perabo Maria Bello Bridget Moynahan John Goodman Melanie Lynskey Kaitlin Olson Michael Bay Johnny Knoxvillegraced with a velvet voice 21yearold violet sanford heads to new york to pursue her dream of becoming a songwriter only to find her aspirations sidelined by the accolades and notoriety she receives at her day job as a barmaid at coyote ugly the coyotes as they are affectionately called tantalize customers and the media alike with their outrageous antics making coyote ugly the watering hole for guys on the prowl
2860,3826,Hollow Man (2000),Horror|Sci-Fi|Thriller,Kevin Bacon Elisabeth Shue Josh Brolin Kim Dickens William Devane Rhona Mitra Louis D'Esposito Charlotte Spencercocky researcher sebastian caine is working on a project to make living creatures invisible determined to achieve the ultimate breakthrough caine pushes his team to move to the next phase — using himself as the subject the test is a success but when the process cant be reversed and caine seems doomed to future without flesh he starts to turn increasingly dangerous
2861,3827,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi,Clint Eastwood Tommy Lee Jones Donald Sutherland James Garner James Cromwell Marcia Gay Harden William Devane Courtney B. Vance Jon Hamm Toby Stephens Nils Allen Stewart Clint Eastwood Clint Eastwoodfrank corvin ‘hawk’ hawkins jerry oneill and ‘tank’ sullivan were hotdog members of project daedalus the air forces test program for space travel but their hopes were dashed in 1958 with the formation of nasa and the use of trained chimps they blackmail their way into orbit when russias mysterious ‘ikon’ communications satellites orbit begins to degrade and threatens to crash to earth
2862,3830,Psycho Beach Party (2000),Comedy|Horror|Thriller,Lauren Ambrose Amy Adams Kathleen Robertson Jolie Jenkins Reggie Leechicklet is a sixteenyear old tomboy whos desperate to be part of the incrowd of malibu beach surfers shes the typical american girl  except for one little problem her personality is split into more slices than a pepperoni pizza
2863,3831,Saving Grace (2000),Comedy,Brenda Blethynunexpectedly widowed prim and proper housewife grace trevethyn finds herself in dire financial straits when she inherits massive debts her late husband had been accruing for years faced with losing her house she decides to use her talent for horticulture and hatches a plan to grow potent marijuana which can be sold at an astronomical price thus solving her financial crisis
2864,3832,"Black Sabbath (Tre volti della paura, I) (1963)",Horror,Michèle Mercierthree short tales of supernatural horror in “the telephone” a woman is plagued by threatening phone calls in the wurdalak” a family is preyed upon by vampiric monsters in “the drop of water” a deceased medium wreaks havoc on the living
2865,3833,"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi,dr bill cortner and his fiancée jan compton are driving to his lab when they get into a horrible car accident compton is decapitated but cortner is not fazed by this seemingly insurmountable hurdle his expertise is in transplants and he is excited to perform the first head transplant keeping comptons head alive in his lab cortner plans the groundbreaking yet unorthodox surgery first however he needs a body
2866,3834,Bronco Billy (1980),Adventure|Drama|Romance,Clint Eastwood Bill McKinney Juliette Lewis Clint Eastwoodan idealistic modernday cowboy struggles to keep his wild west show afloat in the face of hard luck and waning interest
2867,3835,"Crush, The (1993)",Thriller,Cary Elwes Alicia Silverstone Kurtwood Smitha precocious and obsessive teenager develops a crush on a naive writer with harrowing consequences
2868,3836,Kelly's Heroes (1970),Action|Comedy|War,Clint Eastwood Telly Savalas Donald Sutherlanda misfit group of world war ii american soldiers goes awol to rob a bank behind german lines
2869,3837,Phantasm II (1988),Action|Fantasy|Horror|Sci-Fi|Thriller,James Le Grosmike after his release from a psychiatric hospital teams up with his old pal reggie to hunt down the tall man who is at it again a mysterious beautiful girl has also become part of mikes dreams and they must find her before the tall man does
2870,3838,Phantasm III: Lord of the Dead (1994),Horror,the tall man that imposing menace from morningside mortuary is back and once again haunting the thoughts of the nowadult mike and his friend exice cream vendor reggie the two continue their hunt for the mysterious figure and in his path of destruction encounter a variety of dangerous situations friends and enemies
2871,3839,Phantasm IV: Oblivion (1998),Horror,taking off immediately where the last one ended in this episode mike travels across dimensions and time fleeing from the tall man at the same time he tries to find the origins of his enemy and what really happened the night that his brother died meanwhile reggie battles the spheres and the undead in a quest to find mike before the tall man can complete his transformation
2872,3840,Pumpkinhead (1988),Horror,Lance Henriksen Mayim Bialikafter a tragic accident a man conjures up a towering vengeful demon called pumpkinhead to destroy a group of unsuspecting teenagers
2873,3841,Air America (1990),Action|Comedy,Mel Gibson Robert Downey Jr. Nancy Travis Art LaFleurair america was the cias private airline operating in laos during the vietnam war running anything and everything from soldiers to foodstuffs for local villagers after losing his pilots license billy covington is recruited into it and ends up in the middle of a bunch of lunatic pilots gunrunning by his friend gene ryack and opium smuggling by his own superiors
2874,3843,Sleepaway Camp (1983),Horror,slightly disturbed and painfully shy angela baker is sent away to summer camp with her cousin not long after angelas arrival things start to go horribly wrong for anyone with sinister or less than honorable intentions
2875,3844,Steel Magnolias (1989),Drama,Sally Field Shirley MacLaine Daryl Hannah Julia Roberts Tom Skerritt Dylan McDermott Janine Turnera young beautician newly arrived in a small louisiana town finds work at the local salon where a small group of women share a close bond of friendship and welcome her into the fold
2876,3845,And God Created Woman (Et Dieu... créa la femme) (1956),Drama,juliette hardy is sexual dynamite and has the men of a french coastal town panting but antoine the only man who affects her likewise wouldnt dream of settling down with a woman his friends consider the town tramp
2877,3846,Easy Money (1983),Comedy,Rodney Dangerfield Joe Pesci Jennifer Jason Leigh Frank Vincent Rodney Dangerfieldto inherit his motherinlaws colossal fortune a hard living gambling addict must change his unhealthy ways before it gets the best of him
2878,3847,"Ilsa, She Wolf of the SS (1974)",Horror,Uschi Digardilsa is a warden at a nazi death camp that conducts experiments on prisoners ilsas goal is to prove that woman can withstand more pain and suffering than men and should be allowed to fight on the front lines
2879,3849,The Spiral Staircase (1945),Horror|Mystery|Thriller,Dorothy McGuire Rhonda Fleming Ellen Corbyon a stormy night the mute servant to an ailing matriarch is stalked by a serial killer
2880,3851,I'm the One That I Want (2000),Comedy,november 1999 margaret cho is home in san francisco at the warfield theater cho structures her monologue loosely on her professional lifes trajectory doing standup cast in an abctv sitcom losing 30 pounds in two weeks for the part the shows cancellation a descent into booze pills and selfloathing and a resurrection into her own voice her own shape and being the one she wants
2881,3852,"Tao of Steve, The (2000)",Comedy,Donal Logueunderachieving overweight kindergarten teacher dex finds a woman who forces him to reexamine his zenlike system of seduction
2882,3855,"Affair of Love, An (Liaison pornographique, Une) (1999)",Drama|Romance,Nathalie Bayea man and a woman meet to fulfill her sexual fantasy
2883,3857,Bless the Child (2000),Thriller,Kim Basinger Rufus Sewell Christina Ricci Jimmy Smits Peter Mensah Sarah Halley Finnwhen maggies sister jenna saddles her with an autistic newborn named cody she touches maggies heart and becomes the daughter she has always longed for but six years later jenna suddenly reenters her life and with her mysterious new husband eric stark abducts cody despite the fact that maggie has no legal rights to cody fbi agent john travis takes up her cause when he realizes that cody shares the same birth date as several other recently murdered children
2884,3858,Cecil B. DeMented (2000),Comedy,Melanie Griffith Stephen Dorff Alicia Witt Adrian Grenier Maggie Gyllenhaal Michael Shannon Eric Roberts Suzanne Crowleyan insane independent film director and his renegade group of demented filmmakers kidnap an alist hollywood actress and force her to star in their underground film
2885,3859,"Eyes of Tammy Faye, The (2000)",Documentary,a documentary look mostly through the eyes of tammy faye bakker messner at her rise and fall as a popular televangelist with husband jim bakker
2886,3861,"Replacements, The (2000)",Comedy,Keanu Reeves Gene Hackman Brooke Langton Faizon Love Jon Favreau Rhys Ifans Keith David David Denman Jack Warden Art LaFleur Chad Stahelskimaverick oldguard coach jimmy mcginty is hired in the wake of a players strike to help the washington sentinels advance to the playoffs but that impossible dream hinges on whether his replacements can hunker down and do the job so mcginty dusts off his secret dossier of explayers who never got a chance or screwed up the one they were given and knits together a baddream team of guys who just may give the sentinels their title shot
2887,3862,About Adam (2000),Comedy,Kate Hudson Frances O'Connora waitress falls for a handsome customer who seduces her her two sisters her brother and her brothers girlfriend
2888,3863,"Cell, The (2000)",Drama|Horror|Thriller,Vince Vaughn Vincent D'Onofrio Dylan Baker Jake Weber Dean Norris Pruitt Taylor Vince Peter Sarsgaarda psychotherapist journeys inside a comatose serial killer in the hopes of saving his latest victim
2889,3864,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi,an independent group of researchers called the godzilla prediction network gpn actively track godzilla as he makes landfall in nemuro  matters are further complicated when a giant meteor is discovered in the ibaragi prefecture the mysterious rock begins to levitate as its true intentions for the world and godzilla are revealed
2890,3865,"Original Kings of Comedy, The (2000)",Comedy|Documentary,Cedric the Entertainer Bernie Mac Bernie Mac Cedric the Entertainer Steve Harveythe original kings of comedy achieves the seemingly impossible task of capturing the rollicking and sly comedy routines of standup and sitcom vets steve harvey dl hughley cedric the entertainer and bernie mac and the magic of experiencing a live concert show director spike lee and his crew plant a multitude of cameras in a packed stadium and onstage as well as backstage as they follow the comedians to catch the vivid immediacy of the show which is as much about the audience as it is about the jokes
2891,3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance,Leslie Nielsen Priscilla Presley Ricardo Montalban George Kennedywhen the incompetent lieutenant frank drebin seeks the ruthless killer of his partner he stumbles upon an attempt to assassinate queen elizabeth ii
2892,3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,Leslie Nielsen Priscilla Presley George Kennedy Richard Griffithsbumbling lieutenant frank drebin is out to foil the big boys in the energy industry who intend to suppress technology that will put them out of business
2893,3870,Our Town (1940),Drama,William Holdenchange comes slowly to a small new hampshire town in the early 20th century we see birth life and death in this small community
2894,3871,Shane (1953),Drama|Western,Brandon De Wilde Jack Palance Ben Johnson Ellen Corbya weary gunfighter attempts to settle down with a homestead family but a smouldering settler and rancher conflict forces him to act
2895,3872,"Suddenly, Last Summer (1959)",Drama,the only son of wealthy widow violet venable dies while on vacation with his cousin catherine what the girl saw was so horrible that she went insane now mrs venable wants catherine lobotomized to cover up the truth
2896,3873,Cat Ballou (1965),Comedy|Western,Jane Fonda Lee Marvina woman seeking revenge for her murdered father hires a famous gunman but hes very different from what she expects
2897,3877,Supergirl (1984),Action|Adventure|Fantasy,Helen Slater Peter O'Toole Mia Farrow Brenda Vaccaro Matt Frewerafter losing a powerful orb kara supermans cousin comes to earth to retrieve it and instead finds herself up against a wicked witch
2898,3879,"Art of War, The (2000)",Action|Thriller,Wesley Snipes Donald Sutherland Anne Archer Michael Biehn James Hong Wesley Snipeswhen ruthless terrorists threaten to bring down the united nations they frame the one man they believe can stop them an international security expert named shaw now he must run from his own allies and become a solitary force for good as he tries to stop what could become world war iii
2899,3882,Bring It On (2000),Comedy,Kirsten Dunst Eliza Dushku Gabrielle Union Lindsay Sloane Bianca Kajlichthe toro cheerleading squad from rancho carne high school in san diego has got spirit spunk sass and a killer routine thats sure to land them the national championship trophy for the sixth year in a row but for newlyelected team captain torrance the toros road to total cheer glory takes a shady turn when she discovers that their perfectlychoreographed routines were in fact stolen
2900,3884,"Crew, The (2000)",Comedy,Richard Dreyfuss Burt Reynolds Dan Hedaya Carrie-Anne Moss Jennifer Tilly Miguel Sandoval Frank Vincentfour retired mobsters plan one last crime to save their retirement home
2901,3888,Skipped Parts (2000),Drama|Romance,Jennifer Jason Leigh Mischa Barton Angela Featherstone R. Lee Ermey Drew Barrymore John C. Reilly Jennifer Jason Leigha woman and her son must leave a small south carolina town because of her wild behavior
2902,3889,Highlander: Endgame (Highlander IV) (2000),Action|Adventure|Fantasy,Christopher Lambert Adrian Paul Donnie Yen Adam Copelandimmortals connor and duncan macleod join forces against a man from connors distant past in the highlands of scotland kell an immensely powerful immortal who leads an army of equally powerful and deadly immortal swordsmen and assassins no immortal alive has been able to defeat kell yet and neither connor nor duncan are skilled enough themselves to take him on and live the two of them eventually come to one inevitable conclusion one of them must die so that the combined power of both the highlanders can bring down kell for good there can be only one the question is who will it be
2903,3893,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller,Morgan Freeman Renée Zellweger Chris Rock Greg Kinnear Aaron Eckhart Crispin Glover Pruitt Taylor Vince Allison Janney Kathleen Wilhoite Elizabeth Mitchellwhat happens when a person decides that life is merely a state of mind if youre betty a smalltown waitress and soap opera fan from fair oaks kansas you refuse to believe that you cant be with the love of your life just because he doesnt really exist after all life is no excuse for not living traumatized by a savage event betty enters into a fugue state that allows  even encourages  her to keep functioning in a kind of alternate reality
2904,3894,Solas (1999),Drama,maria whose parents live in the country cannot stand her fathers authoritarian ways and moves to the city she finds a job as a cleaner and tries to survive in a wretched apartment in the shabby part of a big city she is pregnant and the fact that her boyfriend has abandoned her does not help matters when her father goes to the hospital for an operation her mother comes to stay with her her neighbor an old recluse whose only friend is his dog begins to come out of his shell and these three lost souls try to give each other the strength to start over
2905,3895,"Watcher, The (2000)",Crime|Thriller,James Spader Keanu Reeves Marisa Tomei Ernie Hudson Chris Ellisfbi agent joel campbell burntout and shellshocked after years spent chasing serial killers flees la to begin a new life for himself in chicago but five months later joels best laid plans are abruptly cut short when his new hometown becomes the setting for some particularly gruesome murdersmurders that could only have been committed by one man david allen griffin one of joels most elusive and cunning nemeses griffin has followed his former pursuer to chicago in order to play a sadistic game of cat and mouse taunting joel with photographs of his intended victims and leaving his crime scenes meticulously free of clues in order to keep the police at bay griffin derives as much pleasure out of watching joel react to every movement as watching his victims die but when griffin moves into joels inner circle joel must quickly find some way to stop him before someone close to him becomes the next one to die
2906,3896,"Way of the Gun, The (2000)",Crime|Thriller,Benicio del Toro Ryan Phillippe Juliette Lewis James Caan Taye Diggs Sarah Silverman Christopher McQuarrie Christopher McQuarrietwo criminal drifters without sympathy get more than they bargained for after kidnapping and holding for ransom the surrogate mother of a powerful and shady man
2907,3897,Almost Famous (2000),Drama,Billy Crudup Frances McDormand Kate Hudson Jason Lee Anna Paquin Fairuza Balk Noah Taylor Zooey Deschanel Bijou Phillips Philip Seymour Hoffman Michael Angarano Rainn Wilson Jay Baruchel Pauley Perrette Eion Bailey Terry Chenin 1973 15yearold william millers unabashed love of music and aspiration to become a rock journalist lands him an assignment from rolling stone magazine to interview and tour with the upandcoming band stillwater
2908,3898,Bait (2000),Action|Comedy,Jamie Foxx David Morse Mike Epps Jeffrey Donovan Antoine Fuqualanding in jail for a petty theft crime alvin finds himself sharing a cell with john jaster the incarcerated half of the pair of hightech thieves responsible for the missing gold his partner bristol is still at large alvin wants only to get out of prison and start fresh with his girlfriend lisa and when the feds led by us treasury investigator clenteen set him loose on a sketchy deal he thinks his luck has changed alvin has his freedom and the feds have found their bait
2909,3899,Circus (2000),Crime|Drama|Thriller,John Hannah Famke Janssen Peter Stormare Eddie Izzardbruno a sadistic criminal wants clever con man leo out of the way leo and his equally clever wife lily are up to something so too is julius he hires leo to kill gloria juliuss wife leo does it but then julius shows up with the murder on tape saying gloria isnt his wife  its blackmail leos bookie troy is also closing in wanting to be paid bruno and lily as well as bruno and julius have their own scams running and leo is their target maybe leo can get troy off his back avoid moose brunos huge enforcer send glorias corpse out of england turn the tables on brunos murderous brother caspar and outfox lily or is lily his fox its a threering circus
2910,3900,Crime and Punishment in Suburbia (2000),Comedy|Drama,Monica Keena Ellen Barkin Michael Ironside Vincent Kartheiser Jeffrey Wright Conchata Ferrellat school roseanne is the object of fellow student vincents infatuation by night she deals with a troubled family life her mother maggie cheats on her drunken husband fred when maggies adultery is revealed fred viciously takes his anger out on stepdaughter roseanne with the help of her boyfriend jimmy maggie plots her revenge but vincent might be the one to help her forge a new life in this contemporary fable loosely based on fyodor dostoyevskys crime and punishment
2911,3901,Duets (2000),Comedy|Drama,Gwyneth Paltrow Scott Speedman Maria Bello Paul Giamatti Andre Braugher Angie Dickinson Kiersten Warren Lochlyn Munro James Cameron Maya Rudolphduets is a roadtrip comedy which revolves around the little known world of karaoke and the whimsical characters who inhabit it all roads lead to omaha site of a national karaoke competition where this motley group of singers and stars come together for a blowout singoff
2912,3906,Under Suspicion (2000),Crime|Thriller,Gene Hackman Morgan Freeman Thomas Jane Monica Bellucci Morgan Freeman Gene Hackmana lawyer is asked to come to the police station to clear up a few loose ends in his witness report of a foul murder this will only take ten minutes they say but it turns out to be one loose end after another and the ten minutes he is away from his speech become longer and longer
2913,3908,Urban Legends: Final Cut (2000),Horror,Jennifer Morrison Anson Mount Anthony Anderson Eva Mendes Jacinda Barrettthe making of a horror movie takes on a terrifying reality for students at the most prestigious film school in the country at alpine university someone is determined to win the best film award at any cost  even if it means eliminating the competition no one is safe and everyone is a suspect
2914,3909,Woman on Top (2000),Comedy|Romance,Penélope Cruz Harold Perrineau Wagner Mouraset to the intoxicating rhythms of brazil woman on top is a spicy sexy comedy about the magic of food love and music meet isabella a sultry enchantress born with the special gift of melting the palates and hearts of men everywhere when she decides to break free from her rocky marriage and the stifling kitchen of her husbands restaurant in brazil she spirits off to san francisco in pursuit of her dreams of a real culinary career
2915,3910,Dancer in the Dark (2000),Drama|Musical,Catherine Deneuve David Morse Peter Stormare Siobhan Fallon Hogan Zeljko Ivanek Stellan Skarsgård Lars von Trier Lars von Trier Lars von Trier Björk Björk Björkselma a czech immigrant on the verge of blindness struggles to make ends meet for herself and her son who has inherited the same genetic disorder and will suffer the same fate without an expensive operation when life gets too difficult selma learns to cope through her love of musicals escaping lifes troubles  even if just for a moment  by dreaming up little numbers to the rhythmic beats of her surroundings
2916,3911,Best in Show (2000),Comedy,Jennifer Coolidge Christopher Guest Eugene Levy Jane Lynch Michael McKean Parker Posey Will Sasso Rachael Harris Teryl Rothery Lynda Boyd Christopher Guest Christopher Guest Eugene Levythe tension is palpable the excitement is mounting and the heady scent of competition is in the air as hundreds of eager contestants from across america prepare to take part in what is undoubtedly one of the greatest events of their lives  the mayflower dog show the canine contestants and their owners are as wondrously diverse as the great country that has bred them
2917,3912,Beautiful (2000),Comedy|Drama,Minnie Driver Kathleen Turner Bridgette Wilson-Sampras Kathleen Robertson Michael McKean Julie Condra Sally Fielddetermined to win the miss american miss pageant mona is ready to sacrifice anything and everything to guarantee herself the crown including her own daughter she manages to persuade her best bud to raise the kid as her own miss am cant be a mom but just when this beautyqueen wannabe thinks her prize is in sight shes surprised by a comefrombehind competitor love
2918,3914,"Broken Hearts Club, The (2000)",Drama,Timothy Olyphant Zach Braff Dean Cain Justin Theroux Andrew Keegan Nia Long Jennifer Coolidge Christian Kanea closeknit group of gay friends share the emotional roller coster of life relationships the death of friends new beginnings jealousy fatherhood and professional success at various stages of lifes disarray these young men share humorous and tragic relationships and always have each other to rely on
2919,3915,Girlfight (2000),Drama,Michelle Rodriguezdiana guzman begins to train as a boxer and achieves impressive success blazing new trails for female boxers all while keeping it a secret from her father
2920,3916,Remember the Titans (2000),Drama,Denzel Washington Will Patton Wood Harris Ryan Hurst Ethan Suplee Hayden Panettiere Nicole Ari Parker Kate Bosworth Ryan Goslingafter leading his football team to 15 winning seasons coach bill yoast is demoted and replaced by herman boone – tough opinionated and as different from the beloved yoast as he could be the two men learn to overcome their differences and turn a group of hostile young men into champions
2921,3917,Hellraiser (1987),Horror,Clare Higginsafter tinkering with a box he bought while abroad sexual deviant frank inadvertently opens a portal to hell where fetishdemons led by pinhead tear his body apart when frank’s brother and his wife move into his house a skeletal frank appears to his sisterinlaw and asks her to supply him with corpses for his regeneration
2922,3918,Hellbound: Hellraiser II (1988),Horror,Clare Higginsdoctor channard is sent a new patient a girl warning of the terrible creatures that have destroyed her family cenobites who offer the most intense sensations of pleasure and pain but channard has been searching for the doorway to hell for years and kirsty must follow him to save her father and witness the power struggles among the newly damned
2923,3919,Hellraiser III: Hell on Earth (1992),Horror,Paula Marshallpinhead is trapped in the pillar of souls fortunately for him it is bought by a young playboy who owns his own nightclub pinhead busies himself escaping by getting the playboy to lure victims to his presence so he can use their blood once free he seeks to destroy the puzzle box so he need never return to hell but a female reporter is investigating the grisly murders and stands in his way
2924,3920,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",Drama|Fantasy|Mystery|Romance,Bruno Ganz Nastassja Kinski Peter Falk Willem Dafoe Horst Buchholzdamiel is now married to marion runs the pizzeria “da angelo” and the two have a child the solitarily remaining angel cassiel is more and more dissatisfied with his destiny as a mere observer of human life and finally decides to take the great leap as karl engel he soon gets into a dubious milieu and finds himself as the assistant of the german american baker who makes his money with shady arms deals and sends films east in exchange for weapons cassiel’s adventure turns into a “thriller” when he decides to put a stop to baker’s game
2925,3922,Bikini Beach (1964),Comedy,a millionaire sets out to prove his theory that his pet chimpanzee is as intelligent as the teenagers who hang out on the local beach where he is intending to build a retirement home
2926,3925,Stranger Than Paradise (1984),Comedy|Drama,a hungarian immigrant his friend and his cousin go on an unpredictable adventure across america
2927,3926,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi,Barbara Eden Peter Lorrethe crew of an atomic submarine battle to save the world from global destruction
2928,3927,Fantastic Voyage (1966),Adventure|Sci-Fi,Raquel Welch Donald Pleasence James Brolinin order to save an assassinated scientist a submarine and its crew are shrunk to microscopic size and injected into his bloodstream
2929,3928,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror,Vincent Pricetwo hapless freight handlers find themselves encountering dracula the frankenstein monster and the wolf man
2930,3929,"Bank Dick, The (1940)",Comedy,egbert sousé becomes an unexpected hero when a bank robber falls over a bench hes occupying now considered brave egbert is given a job as a bank guard soon he is approached by charlatan j frothingham waterbury about buying shares in a mining company egbert persuades teller og oggilby to lend him bank money to be returned when the scheme pays off unfortunately bank inspector snoopington then makes a surprise appearance
2931,3930,"Creature from the Black Lagoon, The (1954)",Adventure|Horror|Sci-Fi,when scientists exploring the amazon river stumble on a “missing link” connecting humans and fish they plan to capture it for later study but the creature has plans of his own and has set his sights on the lead scientists beautiful fiancée kay
